organisation_name,town_city,county,type_rating,route,company_website
"Alternative Loans Experience Technologies UK Limited, trading as Infinit",London,,Worker (A rating),Skilled Worker,https://www.bing.com
Altera Semiconductor Technology UK Limited,Marlow,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.altera.com
Altus Technologies Ltd,Horsham,,Worker (A rating),Skilled Worker,http://altustechnologies.co.uk
ALTEN GLOBAL TECHNOLOGIES,"Cambridge,",,Worker (A rating),Skilled Worker,https://www.altengt.com
Alter Technology TUV NORD UK LTD,Livingston,,Worker (A rating),Skilled Worker,https://www.altertechnology-group.com
Alula Technologies Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,http://alulatechnologies.com
Altera Semiconductor Technology UK Limited,Marlow,,Worker (A rating),Skilled Worker,https://www.altera.com
ALTEN GLOBAL TECHNOLOGIES,"Cambridge,",,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
AMICABLE TECHNOLOGIES LIMITED,Newcastle Upon Tyne,,Worker (A rating),Skilled Worker,https://amicable.io
AM Insights Technology Limited,London,,Worker (A rating),Skilled Worker,https://www.aminsights.com
AMR Technologies Ltd,Solihull,,Worker (A rating),Skilled Worker,https://www.companiesintheuk.co.uk
Altrix Technology Ltd,London,,Worker (A rating),Skilled Worker,https://www.altrix.group
Alula Technologies Ltd,London,,Worker (A rating),Skilled Worker,http://alulatechnologies.com
Anaero Technology Ltd,Cambridge,Cambridgeshire,Worker (A rating),Skilled Worker,https://www.anaerotech.com
Amadeus Software Limited,Oxon,,Worker (A rating),Skilled Worker,https://amadeus.com
Amina Technologies Ltd,Huntingdon,Cambridgeshire,Worker (A rating),Skilled Worker,https://www.aminasound.com
Amphora Technologies Limited,Belfast,Antrim,Worker (A rating),Skilled Worker,
Andor Technology,Belfast,Northern Ireland,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.andortech.com
AN INTELLIGENT NETWORK LTD,London,London,Worker (A rating),Skilled Worker,https://visasponsorshipuk.com
Analog and Digital Solutions Limited,Kent,,Worker (A rating),Skilled Worker,https://www.analog.com
Anansi Technology Limited,London,,Worker (A rating),Skilled Worker,
Anker Technology (UK) Ltd,Watford,Hertfordshire,Worker (A rating),Skilled Worker,https://www.anker.com
AND Technology Research Limited,Epping,Essex,Worker (A rating),Skilled Worker,
Andor Technology,Belfast,Northern Ireland,Worker (A rating),Skilled Worker,https://www.andortech.com
Aneto Digital Services Ltd,Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker,https://www.anetodigital.com
Ansimicro Software UK Limited,Gloucester,Gloucestershire,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee,https://ansimicro.com
Anker Technology (UK) Ltd,Watford,Hertfordshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.anker.com
Ankar.ai,London,,Worker (A rating),Skilled Worker,
Ansimicro Software UK Limited,Gloucester,Gloucestershire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://ansimicro.com
Ansimicro Software UK Limited,Gloucester,Gloucestershire,Worker (A rating),Skilled Worker,https://ansimicro.com
ANRA Technologies UK Ltd,Cranfield,,Worker (A rating),Skilled Worker,https://www.anratechnologies.com
ANSA Data Analytics Ltd,Aberdeen,,Worker (A rating),Skilled Worker,
Ansari Technology Ltd,Edinburgh,,Worker (A rating),Skilled Worker,http://ansariit.co.uk
Ant Data Limited,Liverpool,Merseyside,Worker (A rating),Skilled Worker,
Ant Data Limited,Liverpool,,Worker (A rating),Skilled Worker,
Antare Technology Limited,London,,Worker (A rating),Skilled Worker,
Antioch Network Manchester,Rochdale,Lancs,Worker (A rating),Tier 2 Ministers of Religion,https://antiochnetwork.org.uk
Apex Networks Ltd,Ramsgate,,Worker (A rating),Skilled Worker,https://www.apex-networks.com
ANZ DIGITAL LIMITED,"Welwyn Garden City,",,Worker (A rating),Skilled Worker,
APCO Technologies Services Ltd,Didcot,,Worker (A rating),Skilled Worker,
Apollo Research AI Ltd,London,,Worker (A rating),Skilled Worker,https://www.apolloresearch.ai
Apex Additive Technologies Ltd,Ebbw Vale,,Worker (A rating),Skilled Worker,https://www.apex.tech
Apollo Research AI Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.apolloresearch.ai
APCO Technologies Services Ltd,Didcot,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
APG Technologies Limited,London,Greater London,Worker (A rating),Skilled Worker,
"API Software Limited (Trading as ""AutoRek"")",Glasgow,,Worker (A rating),Skilled Worker,
Apis Assay Technologies,Manchester,Greater Manchester,Worker (A rating),Skilled Worker,
Apparel Cloud London Ltd,London,,Worker (A rating),Skilled Worker,https://open.endole.co.uk
Appeal Marketing Ltd t/a Appeal Digital,Bristol,,Worker (A rating),Skilled Worker,https://appeal.digital
Appella AI Limited,London,,Worker (A rating),Skilled Worker,
Applexus Technologies Limited,Hounslow,Greater London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Applexus Infotech Ltd,Amersham,,Worker (A rating),Skilled Worker,
Applexus Technologies Limited,Hounslow,Greater London,Worker (A rating),Skilled Worker,https://www.applexus.com
Applied Data Science Partners Ltd,London,,Worker (A rating),Skilled Worker,https://adsp.ai
Applied Network Solutions Limited,Holsworthy,Devon,Worker (A rating),Skilled Worker,https://appliedns.com
Applied Manufacturing Technologies Ltd,Pembroke,Dyfed,Worker (A rating),Skilled Worker,
APPLY4 TECHNOLOGY LIMITED,LONDON,,Worker (A rating),Skilled Worker,https://app.apply4.com
Appmetric Software Limited,Basildon,,Worker (A rating),Skilled Worker,http://appmetric.com
Applied Technology Developments Ltd,Leicester,Leicestershire,Worker (A rating),Skilled Worker,https://efinder.uk
Applied Scientific Technologies Ltd,Stokesley,North Yorkshire,Worker (A rating),Skilled Worker,
Apply Digital UK Ltd,London,,Worker (A rating),Skilled Worker,https://www.applydigital.com
Apriori Technologies UK Limited,Belfast,,Worker (A rating),Skilled Worker,https://www.apriori.com
Aptitude Software Group plc,London,,Worker (A rating),Skilled Worker,https://www.aptitudesoftware.com
Aqua Security Software UK LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.aquasec.com
Aqua Security Software UK LTD,London,,Worker (A rating),Skilled Worker,https://www.aquasec.com
Aqua Technologies (Europe) Ltd,Hounslow,Middlesex,Worker (A rating),Skilled Worker,https://www.aquatech.com
Appsync Technologies Limited,Luton,,Worker (A rating),Skilled Worker,
Aquarium Software Limited,Altrincham,,Worker (A rating),Skilled Worker,https://aqnet.aquarium-software.com
AR MOBILES & TECHNOLOGY LTD,Ashby-De-La-Zouch,,Worker (A rating),Skilled Worker,https://www.armobile.shop
Aprameyah Technologies Limited,Slough,,Worker (A rating),Skilled Worker,https://www.aprameyah.uk
AR TELEVISION NETWORK LTD,London,,Worker (A rating),Skilled Worker,https://artvn.tv
Aras Software Ltd,Birmingham,,Worker (A rating),Skilled Worker,https://aras.com
Arbor Networks UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://bracknell.cylex-uk.co.uk
Aptitude Software Group plc,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Apriori Technologies UK Limited,Belfast,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Aptura AI UK Ltd.,London,,Worker (A rating),Skilled Worker,https://www.aptura.ai
Arch Ai Technologies Ltd,London,,Worker (A rating),Skilled Worker,https://www.archai.io
Archer Technologies UK Limited,Bristol,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.archertech.co
Arctic Cloud Solutions Ltd,Glasgow,,Worker (A rating),Skilled Worker,http://arcticcloud-solutions.com
ARCADYAN TECHNOLOGY LIMITED,Ipswich,Suffolk,Worker (A rating),Skilled Worker,https://www.arcadyan.com
Arbor Networks UK Limited,London,,Worker (A rating),Skilled Worker,
ARCH TECHNOLOGY LTD,Wembley,,Worker (A rating),Skilled Worker,https://archtechnology.co.uk
Arctic Wolf Networks UK Limited,Newcastle Upon Tyne,,Worker (A rating),Skilled Worker,https://arcticwolf.com
Archipelago Technology Group Ltd,CAMBRIDGE,Cambridgeshire,Worker (A rating),Skilled Worker,https://www.archipelagotechnology.com
ARCTURUS TECHNOLOGY LTD,Blackburn,,Worker (A rating),Skilled Worker,https://www.arcturustechnology.co.uk
Archer Technologies UK Limited,Bristol,,Worker (A rating),Skilled Worker,https://www.archertech.co
Areteans Technology Solutions UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://areteanstech.com
Areteans Technology Solutions UK Limited,London,,Worker (A rating),Skilled Worker,https://areteanstech.com
Arctic Lake Technology Ltd,London,,Worker (A rating),Skilled Worker,https://arcticlake.com
Arctic Wolf Networks UK Limited,Newcastle Upon Tyne,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://arcticwolf.com
Arcturis Data (UK) Limited,OXFORD,,Worker (A rating),Skilled Worker,https://www.arcturisdata.com
Arete Medical Technologies Ltd,Cambridge,,Worker (A rating),Skilled Worker,
Argentum Data Solutions Ltd,Windsor,,Worker (A rating),Skilled Worker,
Argus Software (UK) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.bing.com
Argti Software & IT Solutions UK Ltd,Preston,,Worker (A rating),Skilled Worker,
Argus Software (UK) Ltd,London,,Worker (A rating),Skilled Worker,https://www.bing.com
ARIA TECHNOLOGIES LIMITED,SURREY,,Worker (A rating),Skilled Worker,https://www.aria.technology
Aristocrat Technologies Europe Ltd.,Uxbridge,Middlesex,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.aristocratgaming.com
ARIES GLOBAL SOFTWARE HOLDING LIMITED,London,,Worker (A rating),Skilled Worker,
ARISTA NETWORKS UK LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.arista.com
ARIS Software UK Limited,Bracknell,,Worker (A rating),Skilled Worker,
ARISTA NETWORKS UK LTD,London,,Worker (A rating),Skilled Worker,
Armada Technologies Limited,Birkenhead,,Worker (A rating),Skilled Worker,https://armada-technologies.com
Aristocrat Technologies Europe Ltd.,Uxbridge,Middlesex,Worker (A rating),Skilled Worker,
Arkana Technology Limited,Newcastle Upon Tyne,,Worker (A rating),Skilled Worker,
Arkphire Technologies UK Ltd T/A Presidio,London,,Worker (A rating),Skilled Worker,
Armlon Software Solutions Ltd,London,,Worker (A rating),Skilled Worker,https://armlon.co.uk
ARROW DIGITAL SPACE LTD,London,England,Worker (A rating),Skilled Worker,https://www.arrowdigitalspaceltd.co.uk
Arrakis Technologies Limited,London,,Worker (A rating),Skilled Worker,
ARNOLD MAGNETIC TECHNOLOGIES LIMITED,Sheffield,South Yorkshire,Worker (A rating),Skilled Worker,
Arralis Technologies Ltd,Chippenham,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.kernel-capital.com
Arrow Enterprise Computing Solutions Ltd,Harrogate,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.arrow.com
Art of Cloud Ltd,Horsforth,West Yorkshire,Worker (A rating),Skilled Worker,https://artofcloud.co.uk
Arralis Technologies Ltd,Chippenham,,Worker (A rating),Skilled Worker,https://www.kernel-capital.com
Arriba Technologies Ltd,Cambridge,,Worker (A rating),Skilled Worker,http://www.arriba.uk
Arrow Enterprise Computing Solutions Ltd,Harrogate,,Worker (A rating),Skilled Worker,
Art Technologies Limited,London,,Worker (A rating),Skilled Worker,
Artemis Technologies Ltd,Poole,,Worker (A rating),Skilled Worker,
Artificial Intelligence Digital Solutions Limited,Milton Keynes,,Worker (A rating),Skilled Worker,
Aryaka Networks UK Limited,Hayes,London,Worker (A rating),Skilled Worker,https://www.aryaka.com
Arva AI Ltd,London,,Worker (A rating),Skilled Worker,
Arvia Water Technologies Ltd,Runcorn,Cheshire,Worker (A rating),Skilled Worker,
ASBUILT DIGITAL UK LIMITED,London,,Worker (A rating),Skilled Worker,https://www.asbuiltdigital.com
Ascend Digital Solutions Ltd,Manchester,Greater Manchester,Worker (A rating),Skilled Worker,https://ascend-digital.co.uk
Aryaka Networks UK Limited,Hayes,London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Asana Software UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.bing.com
Asana Software UK Limited,London,,Worker (A rating),Skilled Worker,https://asana.com
AsFigo Technologies Limited,Chelmsford,Essex,Worker (A rating),Skilled Worker,https://asfigo.com
ASAP Cloud Solutions,Tunbridge Wells,,Worker (A rating),Skilled Worker,
Ashtead Technology Limited,Aberdeen,Aberdeenshire,Worker (A rating),Skilled Worker,https://www.ashtead-technology.com
ASC Technology Limited,Trafford,,Worker (A rating),Skilled Worker,https://www.asctechnologies.com
Ask Gloria AI LTD,Leeds,West Yorkshire,Worker (A rating),Skilled Worker,https://askgloria.ai
Ascend Technologies Limited,Southampton,Hampshire,Worker (A rating),Skilled Worker,
ASCENDX CLOUD LIMITED,London,,Worker (A rating),Skilled Worker,https://ascendx.cloud
ASP Technologies Limited,Reading,,Worker (A rating),Skilled Worker,https://asptech.co.uk
Ascent Digital Services UK Ltd,Bristol,,Worker (A rating),Skilled Worker,https://www.ascent-digital.com
Aspects Infotech Ltd,London,,Worker (A rating),Skilled Worker,https://www.aspects-uk.com
ASFIN SOFTWARE & CONSULTANCY LTD,London,,Worker (A rating),Skilled Worker,
ASKK Technologies Ltd,London,,Worker (A rating),Skilled Worker,
ASM Technologies (UK) Limited,Coventry,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://asmtech.com
Aspire Information Technologies Limited,Brentford,,Worker (A rating),Skilled Worker,https://aspireinformationtechnologies.co.uk
Aspect Software UK Limited,Hayes,,Worker (A rating),Skilled Worker,https://www.aspect.com
ASPER TECHNOLOGIES LIMITED,Wembley,,Worker (A rating),Skilled Worker,
Asper.AI Limited,North Harrow,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://asper.ai
Asper.AI Limited,North Harrow,,Worker (A rating),Skilled Worker,https://asper.ai
Aspire Infotech Technologies Ltd,Harrow,Greater London,Worker (A rating),Skilled Worker,https://aspireinfotechtechnologies.co.uk
ASPIRE TECHNOLOGY LTD,Reading,,Worker (A rating),Skilled Worker,https://www.aspirets.com
Aspire technology solutions,Gateshead,,Worker (A rating),Skilled Worker,
Asset Infotech Limited,Slough,,Worker (A rating),Skilled Worker,http://www.assetcloud.in
Assemble Technologies UK Ltd (t/a Atticus),London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
ASPIRED DIGITAL LTD,Ilford,,Worker (A rating),Skilled Worker,
Assemble Technologies UK Ltd (t/a Atticus),London,,Worker (A rating),Skilled Worker,https://www.assembletechnology.io
AT Digital Ltd,Hounslow,London,Worker (A rating),Skilled Worker,https://atdigital.co.uk
ATAG Heating Technology UK Limited,West Malling,,Worker (A rating),Skilled Worker,https://www.atagheating.co.uk
Assemble Technology Ltd,Liverpool,Merseyside,Worker (A rating),Skilled Worker,
Atcore Technology Limited,Slough,Berks,Worker (A rating),Skilled Worker,https://atcoretec.com
Assist Digital EU Limited,LONDON,,Worker (A rating),Skilled Worker,
ASSURED DATA PROTECTION LIMITED,Harewood,,Worker (A rating),Skilled Worker,https://assured-dp.com
Astute Data Systems Ltd,Canterbury,Kent,Worker (A rating),Skilled Worker,
Astrid Technologies LTD,London,,Worker (A rating),Skilled Worker,
ATLAR TECHNOLOGY LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.atlar.com
Atcore Technology Limited,Slough,Berks,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
ATELIER TECHNOLOGY LIMITED,London,London,Worker (A rating),Skilled Worker,https://ateliertechnologysolutions.com
ATEZ UK SOFTWARE TECHNOLOGIES LTD,London,,Worker (A rating),Skilled Worker,https://www.atez.com
Atmo Technology Ltd,Bristol,,Worker (A rating),Skilled Worker,https://www.atmotech.co.uk
ATLABS INFOTECH LTD,walthamabbey,,Worker (A rating),Skilled Worker,https://www.dnb.com
ATLANTIS TECHNOLOGY SOLUTIONS LIMITED,LONDON,UNITED KINGDOM,Worker (A rating),Skilled Worker,https://atlantistech.co.uk
Atlas Technology Solutions UK Limited,London,,Worker (A rating),Skilled Worker,
Atlas Technology Solutions UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://atlastechsolutions.co.uk
Audio Network Limited,London,,Worker (A rating),Skilled Worker,https://www.audionetwork.com
Atomic Digital Marketing Ltd,Cheshire,,Worker (A rating),Skilled Worker,
