organisation_name,town_city,county,type_rating,route,careers_website
ARCADYAN TECHNOLOGY LIMITED,Ipswich,Suffolk,Worker (A rating),Skilled Worker,
Arch Ai Technologies Ltd,London,,Worker (A rating),Skilled Worker,
ARCH TECHNOLOGY LTD,Wembley,,Worker (A rating),Skilled Worker,
Archer Technologies UK Limited,Bristol,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Archer Technologies UK Limited,Bristol,,Worker (A rating),Skilled Worker,
Archipelago Technology Group Ltd,CAMBRIDGE,Cambridgeshire,Worker (A rating),Skilled Worker,
Arctic Cloud Solutions Ltd,Glasgow,,Worker (A rating),Skilled Worker,
Arctic Lake Technology Ltd,London,,Worker (A rating),Skilled Worker,
Arctic Wolf Networks UK Limited,Newcastle Upon Tyne,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Arctic Wolf Networks UK Limited,Newcastle Upon Tyne,,Worker (A rating),Skilled Worker,
Arcturis Data (UK) Limited,OXFORD,,Worker (A rating),Skilled Worker,
ARCTURUS TECHNOLOGY LTD,Blackburn,,Worker (A rating),Skilled Worker,
Arete Medical Technologies Ltd,Cambridge,,Worker (A rating),Skilled Worker,
Areteans Technology Solutions UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Areteans Technology Solutions UK Limited,London,,Worker (A rating),Skilled Worker,
Argentum Data Solutions Ltd,Windsor,,Worker (A rating),Skilled Worker,
Argti Software & IT Solutions UK Ltd,Preston,,Worker (A rating),Skilled Worker,
Argus Software (UK) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Argus Software (UK) Ltd,London,,Worker (A rating),Skilled Worker,
ARIA TECHNOLOGIES LIMITED,SURREY,,Worker (A rating),Skilled Worker,
ARIES GLOBAL SOFTWARE HOLDING LIMITED,London,,Worker (A rating),Skilled Worker,
ARIS Software UK Limited,Bracknell,,Worker (A rating),Skilled Worker,
ARISTA NETWORKS UK LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
ARISTA NETWORKS UK LTD,London,,Worker (A rating),Skilled Worker,
Aristocrat Technologies Europe Ltd.,Uxbridge,Middlesex,Worker (A rating),Skilled Worker,
Aristocrat Technologies Europe Ltd.,Uxbridge,Middlesex,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Arkana Technology Limited,Newcastle Upon Tyne,,Worker (A rating),Skilled Worker,
Arkphire Technologies UK Ltd T/A Presidio,London,,Worker (A rating),Skilled Worker,
Armada Technologies Limited,Birkenhead,,Worker (A rating),Skilled Worker,
Armlon Software Solutions Ltd,London,,Worker (A rating),Skilled Worker,
ARNOLD MAGNETIC TECHNOLOGIES LIMITED,Sheffield,South Yorkshire,Worker (A rating),Skilled Worker,
Arrakis Technologies Limited,London,,Worker (A rating),Skilled Worker,
Arralis Technologies Ltd,Chippenham,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Arralis Technologies Ltd,Chippenham,,Worker (A rating),Skilled Worker,
Arriba Technologies Ltd,Cambridge,,Worker (A rating),Skilled Worker,
ARROW DIGITAL SPACE LTD,London,England,Worker (A rating),Skilled Worker,
Arrow Enterprise Computing Solutions Ltd,Harrogate,,Worker (A rating),Skilled Worker,
Arrow Enterprise Computing Solutions Ltd,Harrogate,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Art of Cloud Ltd,Horsforth,West Yorkshire,Worker (A rating),Skilled Worker,
Art Technologies Limited,London,,Worker (A rating),Skilled Worker,
Artemis Technologies Ltd,Poole,,Worker (A rating),Skilled Worker,
Artificial Intelligence Digital Solutions Limited,Milton Keynes,,Worker (A rating),Skilled Worker,
Arva AI Ltd,London,,Worker (A rating),Skilled Worker,
Arvia Water Technologies Ltd,Runcorn,Cheshire,Worker (A rating),Skilled Worker,
Aryaka Networks UK Limited,Hayes,London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Aryaka Networks UK Limited,Hayes,London,Worker (A rating),Skilled Worker,
Asana Software UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Asana Software UK Limited,London,,Worker (A rating),Skilled Worker,
ASAP Cloud Solutions,Tunbridge Wells,,Worker (A rating),Skilled Worker,
ASBUILT DIGITAL UK LIMITED,London,,Worker (A rating),Skilled Worker,
ASC Technology Limited,Trafford,,Worker (A rating),Skilled Worker,
Ascend Digital Solutions Ltd,Manchester,Greater Manchester,Worker (A rating),Skilled Worker,
Ascend Technologies Limited,Southampton,Hampshire,Worker (A rating),Skilled Worker,
ASCENDX CLOUD LIMITED,London,,Worker (A rating),Skilled Worker,
Ascent Digital Services UK Ltd,Bristol,,Worker (A rating),Skilled Worker,
AsFigo Technologies Limited,Chelmsford,Essex,Worker (A rating),Skilled Worker,
ASFIN SOFTWARE & CONSULTANCY LTD,London,,Worker (A rating),Skilled Worker,
Ashtead Technology Limited,Aberdeen,Aberdeenshire,Worker (A rating),Skilled Worker,
Ask Gloria AI LTD,Leeds,West Yorkshire,Worker (A rating),Skilled Worker,
ASKK Technologies Ltd,London,,Worker (A rating),Skilled Worker,
ASM Technologies (UK) Limited,Coventry,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
ASP Technologies Limited,Reading,,Worker (A rating),Skilled Worker,
Aspect Software UK Limited,Hayes,,Worker (A rating),Skilled Worker,
Aspects Infotech Ltd,London,,Worker (A rating),Skilled Worker,
ASPER TECHNOLOGIES LIMITED,Wembley,,Worker (A rating),Skilled Worker,
Asper.AI Limited,North Harrow,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Asper.AI Limited,North Harrow,,Worker (A rating),Skilled Worker,
Aspire Information Technologies Limited,Brentford,,Worker (A rating),Skilled Worker,
Aspire Infotech Technologies Ltd,Harrow,Greater London,Worker (A rating),Skilled Worker,
ASPIRE TECHNOLOGY LTD,Reading,,Worker (A rating),Skilled Worker,
Aspire technology solutions,Gateshead,,Worker (A rating),Skilled Worker,
ASPIRED DIGITAL LTD,Ilford,,Worker (A rating),Skilled Worker,
Assemble Technologies UK Ltd (t/a Atticus),London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Assemble Technologies UK Ltd (t/a Atticus),London,,Worker (A rating),Skilled Worker,
Assemble Technology Ltd,Liverpool,Merseyside,Worker (A rating),Skilled Worker,
Asset Infotech Limited,Slough,,Worker (A rating),Skilled Worker,
Assist Digital EU Limited,LONDON,,Worker (A rating),Skilled Worker,
ASSURED DATA PROTECTION LIMITED,Harewood,,Worker (A rating),Skilled Worker,
Astrid Technologies LTD,London,,Worker (A rating),Skilled Worker,
Astute Data Systems Ltd,Canterbury,Kent,Worker (A rating),Skilled Worker,
AT Digital Ltd,Hounslow,London,Worker (A rating),Skilled Worker,
ATAG Heating Technology UK Limited,West Malling,,Worker (A rating),Skilled Worker,
Atcore Technology Limited,Slough,Berks,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Atcore Technology Limited,Slough,Berks,Worker (A rating),Skilled Worker,
ATELIER TECHNOLOGY LIMITED,London,London,Worker (A rating),Skilled Worker,
ATEZ UK SOFTWARE TECHNOLOGIES LTD,London,,Worker (A rating),Skilled Worker,
ATLABS INFOTECH LTD,walthamabbey,,Worker (A rating),Skilled Worker,
ATLANTIS TECHNOLOGY SOLUTIONS LIMITED,LONDON,UNITED KINGDOM,Worker (A rating),Skilled Worker,
ATLAR TECHNOLOGY LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Atlas Technology Solutions UK Limited,London,,Worker (A rating),Skilled Worker,
Atlas Technology Solutions UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Atmo Technology Ltd,Bristol,,Worker (A rating),Skilled Worker,
Atomic Digital Marketing Ltd,Cheshire,,Worker (A rating),Skilled Worker,
Atomic Wire Technology Limited,London,,Worker (A rating),Skilled Worker,
Atominvest Software Ltd,London,,Worker (A rating),Skilled Worker,
ATTAR TECHNOLOGIES LIMITED,HAYES,,Worker (A rating),Skilled Worker,
Attest Technologies Limited,London,,Worker (A rating),Skilled Worker,
Audio Network Limited,London,,Worker (A rating),Skilled Worker,
Aurora Future Technologies Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Aurora Future Technologies Limited,London,,Worker (A rating),Skilled Worker,
Aurous Technology Limited,London,,Worker (A rating),Skilled Worker,
Aurous Technology Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Autify Digital Ltd,Nottingham,Nottinghamshire,Worker (A rating),Skilled Worker,
Auto Easy Network Limited,Rugby,,Worker (A rating),Skilled Worker,
AUTO GARAGE NETWORK LTD,Melton Mowbray,,Worker (A rating),Skilled Worker,
Auto Network (GB) Limited,LIVERPOOL,"Merseyside, England",Worker (A rating),Skilled Worker,
Automata Technologies Limited,London,,Worker (A rating),Skilled Worker,
Automatic Data Processing (ADP) Limited,Staines Upon Thames,,Worker (A rating),Skilled Worker,
Automatic Data Processing (ADP) Limited,Staines Upon Thames,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
AVANT DATA LTD,Toton,NOTTINGHAMSHIRE,Worker (A rating),Skilled Worker,
AVASO Technology Solutions Ltd,London,,Worker (A rating),Skilled Worker,
AVASO Technology Solutions Ltd,London,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee,
AVASO Technology Solutions Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Aventus Network Services Limited,East Grinstead,,Worker (A rating),Skilled Worker,
Averge Technologies UK Limited,Thetford,Norfolk,Worker (A rating),Skilled Worker,
AVIAT NETWORKS UK LIMITED,LONDON,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
AVIAT NETWORKS UK LIMITED,LONDON,,Worker (A rating),Skilled Worker,
Avifauna Technology Limited,Bradford,,Worker (A rating),Skilled Worker,
Avigna Technology Solutions Limited,London,,Worker (A rating),Skilled Worker,
Avon Data Systems Limited,Bristol,Bristol,Worker (A rating),Skilled Worker,
Avon Network Events,Bristol,,Worker (A rating),Skilled Worker,
Avos Technology Ltd,Cambridge,,Worker (A rating),Skilled Worker,
Avoy Technologies Limited /ta SnapSea,London,,Worker (A rating),Skilled Worker,
AVR Technology Services Ltd,Welling,Kent,Worker (A rating),Skilled Worker,
Aware Digital Ltd,Stoke on Trent,,Worker (A rating),Skilled Worker,
Axelera AI UK,Bristol,,Worker (A rating),Skilled Worker,
Axia Computer Systems Limited,Watford,Hertfordshire,Worker (A rating),Skilled Worker,
Axia Digital Ltd,Batley,West Yorkshire,Worker (A rating),Skilled Worker,
Axians Networks Ltd,Basingstoke,Hampshire,Worker (A rating),Skilled Worker,
Axiom Software Solutions Limited,London,,Worker (A rating),Skilled Worker,
Axiom Technologies Pty Ltd,Crawley,West Sussex,Worker (A rating),Skilled Worker,
Axis Spine Technologies Ltd,Leeds,,Worker (A rating),Skilled Worker,
Axis Well Technology Ltd,Westhill,,Worker (A rating),Skilled Worker,
AXONE TECHNOLOGIES UK LIMITED,Wokingham,Berkshire,Worker (A rating),Skilled Worker,
Axsai Technologies Europe Limited,London,,Worker (A rating),Skilled Worker,
Ayantika Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Aybola Software and Technology Ltd,London,London,Worker (A rating),Skilled Worker,
AYKO Digital Limited t/a AYKO,Leeds,,Worker (A rating),Skilled Worker,
Ayotta Technologies Limited,Maidstone,Kent,Worker (A rating),Skilled Worker,
AYU Technologies Ltd,London,,Worker (A rating),Skilled Worker,
AZo Network UK Limited,Manchester,,Worker (A rating),Skilled Worker,
Azotic Technologies Limited,York,Yorkshire,Worker (A rating),Skilled Worker,
BA Technologies Limited,Portsmouth,Hants,Worker (A rating),Skilled Worker,
Babb Technologies LTD,London,,Worker (A rating),Skilled Worker,
Babcock Integrated Technology Limited,Bristol,,Worker (A rating),Skilled Worker,
Babcock Integrated Technology Limited,Bristol,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
BACKUP DATA LIMITED,Woolpit,Suffolk,Worker (A rating),Skilled Worker,
BAeHAL Software Limited,SLOUGH,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
BAeHAL Software Limited,SLOUGH,Berkshire,Worker (A rating),Skilled Worker,
Baker Hughes Energy Technology UK Limited,Bristol,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee,
Baker Hughes Energy Technology UK Limited,Bristol,,Worker (A rating),Skilled Worker,
Baker Hughes Energy Technology UK Limited,Bristol,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Balindra Software Limited,London,,Worker (A rating),Skilled Worker,
Balio Software Limited,Canterbury,Kent,Worker (A rating),Skilled Worker,
BALRE TECHNOLOGIES LTD,London,,Worker (A rating),Skilled Worker,
BANDGI TECHNOLOGIES PVT LTD,MAIDENHEAD,BERKSHIRE,Worker (A rating),Skilled Worker,
BankiFi Technology Limited,Manchester,Manchester,Worker (A rating),Skilled Worker,
BANKTECH SOFTWARE SERVICES LIMITED,Cambridge,,Worker (A rating),Skilled Worker,
Bantham Technologies Limited,London,,Worker (A rating),Skilled Worker,
Barracuda Networks Limited,Nottingham,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Barracuda Networks Limited,Nottingham,,Worker (A rating),Skilled Worker,
Barrier Networks Limited,Glasgow,,Worker (A rating),Skilled Worker,
Basingstoke College of Technology,Basingstoke,Hampshire,Worker (A rating),Skilled Worker,
Basis Cloud Solutions Ltd,Leicester,,Worker (A rating),Skilled Worker,
Basis Technologies International Ltd,Bracknell,Berkshire,Worker (A rating),Skilled Worker,
Basis Technology Limited,Beaconsfield,,Worker (A rating),Skilled Worker,
Basis Technology Limited,Beaconsfield,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Bauer Technologies Limited,Bishops Stortford,,Worker (A rating),Skilled Worker,
Bauer Technologies Limited,Bishops Stortford,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Bayforest Technologies Limited,London,,Worker (A rating),Skilled Worker,
BB2 Digital and Technology Services Ltd,London,,Worker (A rating),Skilled Worker,
BBD Software Limited,London,,Worker (A rating),Skilled Worker,
BBD Software Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
BCG Digital Ventures,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
BCG Digital Ventures,London,,Worker (A rating),Skilled Worker,
BCS Data Centres Limited,London,,Worker (A rating),Skilled Worker,
BDESH CLOUD LIMITED,LONDON,,Worker (A rating),Skilled Worker,
Beacon Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Bead Technologies Limited,London,,Worker (A rating),Skilled Worker,
Beebot AI,Sale,Default,Worker (A rating),Skilled Worker,
Beeks Financial Cloud Group PLC t/a Beeks Group,Renfrew,,Worker (A rating),Skilled Worker,
BEEP DIGITAL LTD,Poole,DORSET,Worker (A rating),Skilled Worker,
BEESPACE TECHNOLOGIES LTD,BELFAST,NORTHERN IRELAND,Worker (A rating),Skilled Worker,
Bellrock Technology Limited,Edinburgh,,Worker (A rating),Skilled Worker,
BENEVOLENCE TECHNOLOGIES PRIVATE LIMITED,London,,Worker (A rating),Skilled Worker,
BENOIT TECHNOLOGIES UK LTD,Bolton,,Worker (A rating),Skilled Worker,
BEP Surface Technologies,Bury,,Worker (A rating),Skilled Worker,
Berkshire Technologies Limited,Bracknell,Berkshire,Worker (A rating),Skilled Worker,
BERKUK TECHNOLOGY LTD,Sheffield,,Worker (A rating),Skilled Worker,
Beta Technology Limited,Sheffield,South Yorkshire,Worker (A rating),Skilled Worker,
Betfred Technology Limited,Manchester,,Worker (A rating),Skilled Worker,
Beyond Data Technologies Ltd,Sheffield,,Worker (A rating),Skilled Worker,
Beyond Now Technology Limited,London,,Worker (A rating),Skilled Worker,
BG Infotech Ltd,London,,Worker (A rating),Skilled Worker,
Big Data Lake Limited,Slough,,Worker (A rating),Skilled Worker,
BIG DATA SCIENCE & TECHNOLOGY LIMITED,Feltham,England,Worker (A rating),Skilled Worker,
Big Little Technology Limited (trading as beloFX),Altrincham,Cheshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Big Little Technology Limited (trading as beloFX),Altrincham,Cheshire,Worker (A rating),Skilled Worker,
Big Orange Software trading as Sonin,Reigate,Surrey,Worker (A rating),Skilled Worker,
BIG PICTURE (SOFTWARE) LIMITED,Snaith,East Yorkshire,Worker (A rating),Skilled Worker,
BigByte Digital Ltd,Manchester,,Worker (A rating),Skilled Worker,
Bigminds Technology Solutions Limited,Bromley,,Worker (A rating),Skilled Worker,
Bigo Technology (UK) Limited,London,,Worker (A rating),Skilled Worker,
Bigo Technology (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
BILBERRY TECHNOLOGIES LTD T/A ADCLEAR,London,,Worker (A rating),Skilled Worker,
Bilfinger Piping Technologies UK Ltd,Bristol,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Bilfinger Piping Technologies UK Ltd,Bristol,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee,
Bilfinger Piping Technologies UK Ltd,Bristol,,Worker (A rating),Skilled Worker,
BIM Technologies (Europe) Limited,Newcastle upon Tyne,UK,Worker (A rating),Skilled Worker,
BiologIC Technologies,Soham,,Worker (A rating),Skilled Worker,
BIOMARKER TECHNOLOGIES (BMKGENE) UK LTD,Cheshire,,Worker (A rating),Skilled Worker,
